global_index,avg_mem_grp_idx,layer_index,name,args,dp_args,input_#,output_#,Param_#,dp_index,pp_index,tp_index,opcode,target,layer_type,input_shape,output_shape,param_shape,kwargs,dtype_size,direction,avg_mem_grp_size,compute_density_ops
272,1,81,layer3_0_conv2_0_1_bkwd,"('layer3_0_bn2_0_1_bkwd',)",[],40960,40960,589824,0,0,0,call_module,layer3.0.conv2,Conv2d,"[10, 256, 4, 4]","[10, 256, 4, 4]","{'weight': torch.Size([256, 256, 3, 3])}",{},[4],BKWD,3211200,188743680.0
273,1,80,layer3_0_relu_0_1_bkwd,"('layer3_0_conv2_0_1_bkwd',)",[],40960,40960,0,0,0,0,call_module,layer3.0.relu,ReLU,"[10, 256, 4, 4]","[10, 256, 4, 4]",{},{},[4],BKWD,3211200,163840.0
274,1,79,layer3_0_bn1_0_1_bkwd,"('layer3_0_relu_0_1_bkwd',)",[],40960,40960,512,0,0,0,call_module,layer3.0.bn1,BatchNorm2d,"[10, 256, 4, 4]","[10, 256, 4, 4]","{'weight': torch.Size([256]), 'bias': torch.Size([256])}",{},[4],BKWD,3211200,1478656.0
275,1,78,layer3_0_conv1_0_1_bkwd,"('layer3_0_bn1_0_1_bkwd',)",[],40960,327680,131072,0,0,0,call_module,layer3.0.conv1,Conv2d,"[10, 256, 4, 4]","[10, 512, 8, 8]","{'weight': torch.Size([256, 512, 1, 1])}",{},[4],BKWD,3211200,41943040.0
276,1,77,layer2_3_relu_2_0_1_bkwd,"('layer3_0_conv1_0_1_bkwd', 'layer3_0_downsample_0_0_1_bkwd')",[],327680,327680,0,0,0,0,call_module,layer2.3.relu,ReLU,"[10, 512, 8, 8]","[10, 512, 8, 8]",{},{},[4],BKWD,3211200,1310720.0
277,1,76,add_6_0_1_bkwd,"('layer2_3_relu_2_0_1_bkwd',)",[],327680,327680,0,0,0,0,call_function,<built-in function add>,,"[10, 512, 8, 8]","[10, 512, 8, 8]",0,{},[4],BKWD,3211200,327680.0
278,1,75,layer2_3_bn3_0_1_bkwd,"('add_6_0_1_bkwd',)",[],327680,327680,1024,0,0,0,call_module,layer2.3.bn3,BatchNorm2d,"[10, 512, 8, 8]","[10, 512, 8, 8]","{'weight': torch.Size([512]), 'bias': torch.Size([512])}",{},[4],BKWD,3211200,11804672.0
279,1,74,layer2_3_conv3_0_1_bkwd,"('layer2_3_bn3_0_1_bkwd',)",[],327680,81920,65536,0,0,0,call_module,layer2.3.conv3,Conv2d,"[10, 512, 8, 8]","[10, 128, 8, 8]","{'weight': torch.Size([512, 128, 1, 1])}",{},[4],BKWD,3211200,83886080.0
280,1,73,layer2_3_relu_1_0_1_bkwd,"('layer2_3_conv3_0_1_bkwd',)",[],81920,81920,0,0,0,0,call_module,layer2.3.relu,ReLU,"[10, 128, 8, 8]","[10, 128, 8, 8]",{},{},[4],BKWD,3211200,327680.0
281,1,72,layer2_3_bn2_0_1_bkwd,"('layer2_3_relu_1_0_1_bkwd',)",[],81920,81920,256,0,0,0,call_module,layer2.3.bn2,BatchNorm2d,"[10, 128, 8, 8]","[10, 128, 8, 8]","{'weight': torch.Size([128]), 'bias': torch.Size([128])}",{},[4],BKWD,3211200,2951168.0
282,1,71,layer2_3_conv2_0_1_bkwd,"('layer2_3_bn2_0_1_bkwd',)",[],81920,81920,147456,0,0,0,call_module,layer2.3.conv2,Conv2d,"[10, 128, 8, 8]","[10, 128, 8, 8]","{'weight': torch.Size([128, 128, 3, 3])}",{},[4],BKWD,3211200,188743680.0
283,1,70,layer2_3_relu_0_1_bkwd,"('layer2_3_conv2_0_1_bkwd',)",[],81920,81920,0,0,0,0,call_module,layer2.3.relu,ReLU,"[10, 128, 8, 8]","[10, 128, 8, 8]",{},{},[4],BKWD,3211200,327680.0
284,1,69,layer2_3_bn1_0_1_bkwd,"('layer2_3_relu_0_1_bkwd',)",[],81920,81920,256,0,0,0,call_module,layer2.3.bn1,BatchNorm2d,"[10, 128, 8, 8]","[10, 128, 8, 8]","{'weight': torch.Size([128]), 'bias': torch.Size([128])}",{},[4],BKWD,3211200,2951168.0
285,1,68,layer2_3_conv1_0_1_bkwd,"('layer2_3_bn1_0_1_bkwd',)",[],81920,327680,65536,0,0,0,call_module,layer2.3.conv1,Conv2d,"[10, 128, 8, 8]","[10, 512, 8, 8]","{'weight': torch.Size([128, 512, 1, 1])}",{},[4],BKWD,3211200,83886080.0
286,1,67,layer2_2_relu_2_0_1_bkwd,"('layer2_3_conv1_0_1_bkwd', 'add_6_0_1_bkwd')",[],327680,327680,0,0,0,0,call_module,layer2.2.relu,ReLU,"[10, 512, 8, 8]","[10, 512, 8, 8]",{},{},[4],BKWD,3211200,1310720.0
287,1,66,add_5_0_1_bkwd,"('layer2_2_relu_2_0_1_bkwd',)",[],327680,327680,0,0,0,0,call_function,<built-in function add>,,"[10, 512, 8, 8]","[10, 512, 8, 8]",0,{},[4],BKWD,3211200,327680.0
288,1,65,layer2_2_bn3_0_1_bkwd,"('add_5_0_1_bkwd',)",[],327680,327680,1024,0,0,0,call_module,layer2.2.bn3,BatchNorm2d,"[10, 512, 8, 8]","[10, 512, 8, 8]","{'weight': torch.Size([512]), 'bias': torch.Size([512])}",{},[4],BKWD,3211200,11804672.0
289,1,64,layer2_2_conv3_0_1_bkwd,"('layer2_2_bn3_0_1_bkwd',)",[],327680,81920,65536,0,0,0,call_module,layer2.2.conv3,Conv2d,"[10, 512, 8, 8]","[10, 128, 8, 8]","{'weight': torch.Size([512, 128, 1, 1])}",{},[4],BKWD,3211200,83886080.0
290,1,63,layer2_2_relu_1_0_1_bkwd,"('layer2_2_conv3_0_1_bkwd',)",[],81920,81920,0,0,0,0,call_module,layer2.2.relu,ReLU,"[10, 128, 8, 8]","[10, 128, 8, 8]",{},{},[4],BKWD,3211200,327680.0
291,1,62,layer2_2_bn2_0_1_bkwd,"('layer2_2_relu_1_0_1_bkwd',)",[],81920,81920,256,0,0,0,call_module,layer2.2.bn2,BatchNorm2d,"[10, 128, 8, 8]","[10, 128, 8, 8]","{'weight': torch.Size([128]), 'bias': torch.Size([128])}",{},[4],BKWD,3211200,2951168.0
292,1,61,layer2_2_conv2_0_1_bkwd,"('layer2_2_bn2_0_1_bkwd',)",[],81920,81920,147456,0,0,0,call_module,layer2.2.conv2,Conv2d,"[10, 128, 8, 8]","[10, 128, 8, 8]","{'weight': torch.Size([128, 128, 3, 3])}",{},[4],BKWD,3211200,188743680.0
293,1,60,layer2_2_relu_0_1_bkwd,"('layer2_2_conv2_0_1_bkwd',)",[],81920,81920,0,0,0,0,call_module,layer2.2.relu,ReLU,"[10, 128, 8, 8]","[10, 128, 8, 8]",{},{},[4],BKWD,3211200,327680.0
294,1,59,layer2_2_bn1_0_1_bkwd,"('layer2_2_relu_0_1_bkwd',)",[],81920,81920,256,0,0,0,call_module,layer2.2.bn1,BatchNorm2d,"[10, 128, 8, 8]","[10, 128, 8, 8]","{'weight': torch.Size([128]), 'bias': torch.Size([128])}",{},[4],BKWD,3211200,2951168.0
295,1,58,layer2_2_conv1_0_1_bkwd,"('layer2_2_bn1_0_1_bkwd',)",[],81920,327680,65536,0,0,0,call_module,layer2.2.conv1,Conv2d,"[10, 128, 8, 8]","[10, 512, 8, 8]","{'weight': torch.Size([128, 512, 1, 1])}",{},[4],BKWD,3211200,83886080.0
296,1,57,layer2_1_relu_2_0_1_bkwd,"('layer2_2_conv1_0_1_bkwd', 'add_5_0_1_bkwd')",[],327680,327680,0,0,0,0,call_module,layer2.1.relu,ReLU,"[10, 512, 8, 8]","[10, 512, 8, 8]",{},{},[4],BKWD,3211200,1310720.0
297,1,56,add_4_0_1_bkwd,"('layer2_1_relu_2_0_1_bkwd',)",[],327680,327680,0,0,0,0,call_function,<built-in function add>,,"[10, 512, 8, 8]","[10, 512, 8, 8]",0,{},[4],BKWD,3211200,327680.0
298,1,55,layer2_1_bn3_0_1_bkwd,"('add_4_0_1_bkwd',)",[],327680,327680,1024,0,0,0,call_module,layer2.1.bn3,BatchNorm2d,"[10, 512, 8, 8]","[10, 512, 8, 8]","{'weight': torch.Size([512]), 'bias': torch.Size([512])}",{},[4],BKWD,3211200,11804672.0
299,1,54,layer2_1_conv3_0_1_bkwd,"('layer2_1_bn3_0_1_bkwd',)",[],327680,81920,65536,0,0,0,call_module,layer2.1.conv3,Conv2d,"[10, 512, 8, 8]","[10, 128, 8, 8]","{'weight': torch.Size([512, 128, 1, 1])}",{},[4],BKWD,3211200,83886080.0
300,1,53,layer2_1_relu_1_0_1_bkwd,"('layer2_1_conv3_0_1_bkwd',)",[],81920,81920,0,0,0,0,call_module,layer2.1.relu,ReLU,"[10, 128, 8, 8]","[10, 128, 8, 8]",{},{},[4],BKWD,3211200,327680.0
301,1,52,layer2_1_bn2_0_1_bkwd,"('layer2_1_relu_1_0_1_bkwd',)",[],81920,81920,256,0,0,0,call_module,layer2.1.bn2,BatchNorm2d,"[10, 128, 8, 8]","[10, 128, 8, 8]","{'weight': torch.Size([128]), 'bias': torch.Size([128])}",{},[4],BKWD,3211200,2951168.0
302,1,51,layer2_1_conv2_0_1_bkwd,"('layer2_1_bn2_0_1_bkwd',)",[],81920,81920,147456,0,0,0,call_module,layer2.1.conv2,Conv2d,"[10, 128, 8, 8]","[10, 128, 8, 8]","{'weight': torch.Size([128, 128, 3, 3])}",{},[4],BKWD,3211200,188743680.0
303,1,50,layer2_1_relu_0_1_bkwd,"('layer2_1_conv2_0_1_bkwd',)",[],81920,81920,0,0,0,0,call_module,layer2.1.relu,ReLU,"[10, 128, 8, 8]","[10, 128, 8, 8]",{},{},[4],BKWD,3211200,327680.0
304,1,49,layer2_1_bn1_0_1_bkwd,"('layer2_1_relu_0_1_bkwd',)",[],81920,81920,256,0,0,0,call_module,layer2.1.bn1,BatchNorm2d,"[10, 128, 8, 8]","[10, 128, 8, 8]","{'weight': torch.Size([128]), 'bias': torch.Size([128])}",{},[4],BKWD,3211200,2951168.0
305,1,48,layer2_1_conv1_0_1_bkwd,"('layer2_1_bn1_0_1_bkwd',)",[],81920,327680,65536,0,0,0,call_module,layer2.1.conv1,Conv2d,"[10, 128, 8, 8]","[10, 512, 8, 8]","{'weight': torch.Size([128, 512, 1, 1])}",{},[4],BKWD,3211200,83886080.0
306,1,47,layer2_0_relu_2_0_1_bkwd,"('layer2_1_conv1_0_1_bkwd', 'add_4_0_1_bkwd')",[],327680,327680,0,0,0,0,call_module,layer2.0.relu,ReLU,"[10, 512, 8, 8]","[10, 512, 8, 8]",{},{},[4],BKWD,3211200,1310720.0
307,1,46,add_3_0_1_bkwd,"('layer2_0_relu_2_0_1_bkwd',)",[],327680,327680,0,0,0,0,call_function,<built-in function add>,,"[10, 512, 8, 8]","[10, 512, 8, 8]",0,{},[4],BKWD,3211200,327680.0
308,1,45,layer2_0_downsample_1_0_1_bkwd,"('add_3_0_1_bkwd',)",[],327680,327680,1024,0,0,0,call_module,layer2.0.downsample.1,BatchNorm2d,"[10, 512, 8, 8]","[10, 512, 8, 8]","{'weight': torch.Size([512]), 'bias': torch.Size([512])}",{},[4],BKWD,3211200,11804672.0
309,1,44,layer2_0_downsample_0_0_1_bkwd,"('layer2_0_downsample_1_0_1_bkwd',)",[],327680,576000,131072,0,0,0,call_module,layer2.0.downsample.0,Conv2d,"[10, 512, 8, 8]","[10, 256, 15, 15]","{'weight': torch.Size([512, 256, 1, 1])}",{},[4],BKWD,3211200,167772160.0
310,1,43,layer2_0_bn3_0_1_bkwd,"('add_3_0_1_bkwd',)",[],327680,327680,1024,0,0,0,call_module,layer2.0.bn3,BatchNorm2d,"[10, 512, 8, 8]","[10, 512, 8, 8]","{'weight': torch.Size([512]), 'bias': torch.Size([512])}",{},[4],BKWD,3211200,11804672.0
311,1,42,layer2_0_conv3_0_1_bkwd,"('layer2_0_bn3_0_1_bkwd',)",[],327680,81920,65536,0,0,0,call_module,layer2.0.conv3,Conv2d,"[10, 512, 8, 8]","[10, 128, 8, 8]","{'weight': torch.Size([512, 128, 1, 1])}",{},[4],BKWD,3211200,83886080.0
312,1,41,layer2_0_relu_1_0_1_bkwd,"('layer2_0_conv3_0_1_bkwd',)",[],81920,81920,0,0,0,0,call_module,layer2.0.relu,ReLU,"[10, 128, 8, 8]","[10, 128, 8, 8]",{},{},[4],BKWD,3211200,327680.0
313,1,40,layer2_0_bn2_0_1_bkwd,"('layer2_0_relu_1_0_1_bkwd',)",[],81920,81920,256,0,0,0,call_module,layer2.0.bn2,BatchNorm2d,"[10, 128, 8, 8]","[10, 128, 8, 8]","{'weight': torch.Size([128]), 'bias': torch.Size([128])}",{},[4],BKWD,3211200,2951168.0
314,1,39,layer2_0_conv2_0_1_bkwd,"('layer2_0_bn2_0_1_bkwd',)",[],81920,81920,147456,0,0,0,call_module,layer2.0.conv2,Conv2d,"[10, 128, 8, 8]","[10, 128, 8, 8]","{'weight': torch.Size([128, 128, 3, 3])}",{},[4],BKWD,3211200,188743680.0
315,1,38,layer2_0_relu_0_1_bkwd,"('layer2_0_conv2_0_1_bkwd',)",[],81920,81920,0,0,0,0,call_module,layer2.0.relu,ReLU,"[10, 128, 8, 8]","[10, 128, 8, 8]",{},{},[4],BKWD,3211200,327680.0
316,1,37,layer2_0_bn1_0_1_bkwd,"('layer2_0_relu_0_1_bkwd',)",[],81920,81920,256,0,0,0,call_module,layer2.0.bn1,BatchNorm2d,"[10, 128, 8, 8]","[10, 128, 8, 8]","{'weight': torch.Size([128]), 'bias': torch.Size([128])}",{},[4],BKWD,3211200,2951168.0
317,1,36,layer2_0_conv1_0_1_bkwd,"('layer2_0_bn1_0_1_bkwd',)",[],81920,576000,32768,0,0,0,call_module,layer2.0.conv1,Conv2d,"[10, 128, 8, 8]","[10, 256, 15, 15]","{'weight': torch.Size([128, 256, 1, 1])}",{},[4],BKWD,3211200,41943040.0
318,1,35,layer1_2_relu_2_0_1_bkwd,"('layer2_0_conv1_0_1_bkwd', 'layer2_0_downsample_0_0_1_bkwd')",[],576000,576000,0,0,0,0,call_module,layer1.2.relu,ReLU,"[10, 256, 15, 15]","[10, 256, 15, 15]",{},{},[4],BKWD,3211200,2304000.0
319,1,34,add_2_0_1_bkwd,"('layer1_2_relu_2_0_1_bkwd',)",[],576000,576000,0,0,0,0,call_function,<built-in function add>,,"[10, 256, 15, 15]","[10, 256, 15, 15]",0,{},[4],BKWD,3211200,576000.0
320,1,33,layer1_2_bn3_0_1_bkwd,"('add_2_0_1_bkwd',)",[],576000,576000,512,0,0,0,call_module,layer1.2.bn3,BatchNorm2d,"[10, 256, 15, 15]","[10, 256, 15, 15]","{'weight': torch.Size([256]), 'bias': torch.Size([256])}",{},[4],BKWD,3211200,20740096.0
321,1,32,layer1_2_conv3_0_1_bkwd,"('layer1_2_bn3_0_1_bkwd',)",[],576000,144000,16384,0,0,0,call_module,layer1.2.conv3,Conv2d,"[10, 256, 15, 15]","[10, 64, 15, 15]","{'weight': torch.Size([256, 64, 1, 1])}",{},[4],BKWD,3211200,73728000.0
322,1,31,layer1_2_relu_1_0_1_bkwd,"('layer1_2_conv3_0_1_bkwd',)",[],144000,144000,0,0,0,0,call_module,layer1.2.relu,ReLU,"[10, 64, 15, 15]","[10, 64, 15, 15]",{},{},[4],BKWD,3211200,576000.0
323,1,30,layer1_2_bn2_0_1_bkwd,"('layer1_2_relu_1_0_1_bkwd',)",[],144000,144000,128,0,0,0,call_module,layer1.2.bn2,BatchNorm2d,"[10, 64, 15, 15]","[10, 64, 15, 15]","{'weight': torch.Size([64]), 'bias': torch.Size([64])}",{},[4],BKWD,3211200,5185024.0
324,1,29,layer1_2_conv2_0_1_bkwd,"('layer1_2_bn2_0_1_bkwd',)",[],144000,144000,36864,0,0,0,call_module,layer1.2.conv2,Conv2d,"[10, 64, 15, 15]","[10, 64, 15, 15]","{'weight': torch.Size([64, 64, 3, 3])}",{},[4],BKWD,3211200,165888000.0
325,1,28,layer1_2_relu_0_1_bkwd,"('layer1_2_conv2_0_1_bkwd',)",[],144000,144000,0,0,0,0,call_module,layer1.2.relu,ReLU,"[10, 64, 15, 15]","[10, 64, 15, 15]",{},{},[4],BKWD,3211200,576000.0
326,1,27,layer1_2_bn1_0_1_bkwd,"('layer1_2_relu_0_1_bkwd',)",[],144000,144000,128,0,0,0,call_module,layer1.2.bn1,BatchNorm2d,"[10, 64, 15, 15]","[10, 64, 15, 15]","{'weight': torch.Size([64]), 'bias': torch.Size([64])}",{},[4],BKWD,3211200,5185024.0
327,1,26,layer1_2_conv1_0_1_bkwd,"('layer1_2_bn1_0_1_bkwd',)",[],144000,576000,16384,0,0,0,call_module,layer1.2.conv1,Conv2d,"[10, 64, 15, 15]","[10, 256, 15, 15]","{'weight': torch.Size([64, 256, 1, 1])}",{},[4],BKWD,3211200,73728000.0
328,1,25,layer1_1_relu_2_0_1_bkwd,"('layer1_2_conv1_0_1_bkwd', 'add_2_0_1_bkwd')",[],576000,576000,0,0,0,0,call_module,layer1.1.relu,ReLU,"[10, 256, 15, 15]","[10, 256, 15, 15]",{},{},[4],BKWD,3211200,2304000.0
329,1,24,add_1_0_1_bkwd,"('layer1_1_relu_2_0_1_bkwd',)",[],576000,576000,0,0,0,0,call_function,<built-in function add>,,"[10, 256, 15, 15]","[10, 256, 15, 15]",0,{},[4],BKWD,3211200,576000.0
330,1,23,layer1_1_bn3_0_1_bkwd,"('add_1_0_1_bkwd',)",[],576000,576000,512,0,0,0,call_module,layer1.1.bn3,BatchNorm2d,"[10, 256, 15, 15]","[10, 256, 15, 15]","{'weight': torch.Size([256]), 'bias': torch.Size([256])}",{},[4],BKWD,3211200,20740096.0
331,1,22,layer1_1_conv3_0_1_bkwd,"('layer1_1_bn3_0_1_bkwd',)",[],576000,144000,16384,0,0,0,call_module,layer1.1.conv3,Conv2d,"[10, 256, 15, 15]","[10, 64, 15, 15]","{'weight': torch.Size([256, 64, 1, 1])}",{},[4],BKWD,3211200,73728000.0
332,1,21,layer1_1_relu_1_0_1_bkwd,"('layer1_1_conv3_0_1_bkwd',)",[],144000,144000,0,0,0,0,call_module,layer1.1.relu,ReLU,"[10, 64, 15, 15]","[10, 64, 15, 15]",{},{},[4],BKWD,3211200,576000.0
333,1,20,layer1_1_bn2_0_1_bkwd,"('layer1_1_relu_1_0_1_bkwd',)",[],144000,144000,128,0,0,0,call_module,layer1.1.bn2,BatchNorm2d,"[10, 64, 15, 15]","[10, 64, 15, 15]","{'weight': torch.Size([64]), 'bias': torch.Size([64])}",{},[4],BKWD,3211200,5185024.0
334,1,19,layer1_1_conv2_0_1_bkwd,"('layer1_1_bn2_0_1_bkwd',)",[],144000,144000,36864,0,0,0,call_module,layer1.1.conv2,Conv2d,"[10, 64, 15, 15]","[10, 64, 15, 15]","{'weight': torch.Size([64, 64, 3, 3])}",{},[4],BKWD,3211200,165888000.0
335,1,18,layer1_1_relu_0_1_bkwd,"('layer1_1_conv2_0_1_bkwd',)",[],144000,144000,0,0,0,0,call_module,layer1.1.relu,ReLU,"[10, 64, 15, 15]","[10, 64, 15, 15]",{},{},[4],BKWD,3211200,576000.0
336,1,17,layer1_1_bn1_0_1_bkwd,"('layer1_1_relu_0_1_bkwd',)",[],144000,144000,128,0,0,0,call_module,layer1.1.bn1,BatchNorm2d,"[10, 64, 15, 15]","[10, 64, 15, 15]","{'weight': torch.Size([64]), 'bias': torch.Size([64])}",{},[4],BKWD,3211200,5185024.0
337,1,16,layer1_1_conv1_0_1_bkwd,"('layer1_1_bn1_0_1_bkwd',)",[],144000,576000,16384,0,0,0,call_module,layer1.1.conv1,Conv2d,"[10, 64, 15, 15]","[10, 256, 15, 15]","{'weight': torch.Size([64, 256, 1, 1])}",{},[4],BKWD,3211200,73728000.0
338,1,15,layer1_0_relu_2_0_1_bkwd,"('layer1_1_conv1_0_1_bkwd', 'add_1_0_1_bkwd')",[],576000,576000,0,0,0,0,call_module,layer1.0.relu,ReLU,"[10, 256, 15, 15]","[10, 256, 15, 15]",{},{},[4],BKWD,3211200,2304000.0
339,1,14,add_0_1_bkwd,"('layer1_0_relu_2_0_1_bkwd',)",[],576000,576000,0,0,0,0,call_function,<built-in function add>,,"[10, 256, 15, 15]","[10, 256, 15, 15]",0,{},[4],BKWD,3211200,576000.0
340,1,13,layer1_0_downsample_1_0_1_bkwd,"('add_0_1_bkwd',)",[],576000,576000,512,0,0,0,call_module,layer1.0.downsample.1,BatchNorm2d,"[10, 256, 15, 15]","[10, 256, 15, 15]","{'weight': torch.Size([256]), 'bias': torch.Size([256])}",{},[4],BKWD,3211200,20740096.0
341,1,12,layer1_0_downsample_0_0_1_bkwd,"('layer1_0_downsample_1_0_1_bkwd',)",[],576000,144000,16384,0,0,0,call_module,layer1.0.downsample.0,Conv2d,"[10, 256, 15, 15]","[10, 64, 15, 15]","{'weight': torch.Size([256, 64, 1, 1])}",{},[4],BKWD,3211200,73728000.0
342,1,11,layer1_0_bn3_0_1_bkwd,"('add_0_1_bkwd',)",[],576000,576000,512,0,0,0,call_module,layer1.0.bn3,BatchNorm2d,"[10, 256, 15, 15]","[10, 256, 15, 15]","{'weight': torch.Size([256]), 'bias': torch.Size([256])}",{},[4],BKWD,3211200,20740096.0
343,1,10,layer1_0_conv3_0_1_bkwd,"('layer1_0_bn3_0_1_bkwd',)",[],576000,144000,16384,0,0,0,call_module,layer1.0.conv3,Conv2d,"[10, 256, 15, 15]","[10, 64, 15, 15]","{'weight': torch.Size([256, 64, 1, 1])}",{},[4],BKWD,3211200,73728000.0
344,1,9,layer1_0_relu_1_0_1_bkwd,"('layer1_0_conv3_0_1_bkwd',)",[],144000,144000,0,0,0,0,call_module,layer1.0.relu,ReLU,"[10, 64, 15, 15]","[10, 64, 15, 15]",{},{},[4],BKWD,3211200,576000.0
345,1,8,layer1_0_bn2_0_1_bkwd,"('layer1_0_relu_1_0_1_bkwd',)",[],144000,144000,128,0,0,0,call_module,layer1.0.bn2,BatchNorm2d,"[10, 64, 15, 15]","[10, 64, 15, 15]","{'weight': torch.Size([64]), 'bias': torch.Size([64])}",{},[4],BKWD,3211200,5185024.0
346,1,7,layer1_0_conv2_0_1_bkwd,"('layer1_0_bn2_0_1_bkwd',)",[],144000,144000,36864,0,0,0,call_module,layer1.0.conv2,Conv2d,"[10, 64, 15, 15]","[10, 64, 15, 15]","{'weight': torch.Size([64, 64, 3, 3])}",{},[4],BKWD,3211200,165888000.0
347,1,6,layer1_0_relu_0_1_bkwd,"('layer1_0_conv2_0_1_bkwd',)",[],144000,144000,0,0,0,0,call_module,layer1.0.relu,ReLU,"[10, 64, 15, 15]","[10, 64, 15, 15]",{},{},[4],BKWD,3211200,576000.0
348,1,5,layer1_0_bn1_0_1_bkwd,"('layer1_0_relu_0_1_bkwd',)",[],144000,144000,128,0,0,0,call_module,layer1.0.bn1,BatchNorm2d,"[10, 64, 15, 15]","[10, 64, 15, 15]","{'weight': torch.Size([64]), 'bias': torch.Size([64])}",{},[4],BKWD,3211200,5185024.0
349,1,4,layer1_0_conv1_0_1_bkwd,"('layer1_0_bn1_0_1_bkwd',)",[],144000,144000,4096,0,0,0,call_module,layer1.0.conv1,Conv2d,"[10, 64, 15, 15]","[10, 64, 15, 15]","{'weight': torch.Size([64, 64, 1, 1])}",{},[4],BKWD,3211200,18432000.0
350,1,3,maxpool_0_1_bkwd,"('layer1_0_conv1_0_1_bkwd', 'layer1_0_downsample_0_0_1_bkwd')",[],144000,576000,0,0,0,0,call_module,maxpool,MaxPool2d,"[10, 64, 15, 15]","[10, 64, 30, 30]",{},{},[4],BKWD,3211200,1152000.0
351,1,2,relu_0_1_bkwd,"('maxpool_0_1_bkwd',)",[],576000,576000,0,0,0,0,call_module,relu,ReLU,"[10, 64, 30, 30]","[10, 64, 30, 30]",{},{},[4],BKWD,3211200,2304000.0
352,1,1,bn1_0_1_bkwd,"('relu_0_1_bkwd',)",[],576000,576000,128,0,0,0,call_module,bn1,BatchNorm2d,"[10, 64, 30, 30]","[10, 64, 30, 30]","{'weight': torch.Size([64]), 'bias': torch.Size([64])}",{},[4],BKWD,3211200,20737024.0
353,1,0,conv1_0_1_bkwd,"('bn1_0_1_bkwd',)","[['src', 7, 12844800, 'conv1_0_1_bkwd', 'conv1_1_0_fwd', 1, 7]]",576000,7840,576,0,0,0,call_module,conv1,Conv2d,"[10, 64, 30, 30]","[10, 1, 28, 28]","{'weight': torch.Size([64, 1, 3, 3])}",{},[4],BKWD,3211200,10368000.0
354,1,0,conv1_1_0_fwd,"('conv1_0_1_bkwd',)","[['dst', 0, 4292648, 'layer4_2_conv3_0_1_bkwd', 'conv1_1_0_fwd', 1, 0], ['dst', 1, 13639680, 'layer4_2_conv1_0_1_bkwd', 'conv1_1_0_fwd', 1, 1], ['dst', 2, 13651968, 'layer4_1_conv2_0_1_bkwd', 'conv1_1_0_fwd', 1, 2], ['dst', 3, 12603392, 'layer4_0_downsample_0_0_1_bkwd', 'conv1_1_0_fwd', 1, 3], ['dst', 4, 13651968, 'layer4_0_conv2_0_1_bkwd', 'conv1_1_0_fwd', 1, 4], ['dst', 5, 9988096, 'layer3_4_conv2_0_1_bkwd', 'conv1_1_0_fwd', 1, 5], ['dst', 6, 13406208, 'layer3_1_conv2_0_1_bkwd', 'conv1_1_0_fwd', 1, 6], ['dst', 7, 12844800, 'conv1_0_1_bkwd', 'conv1_1_0_fwd', 1, 7]]",7840,576000,576,0,0,0,call_module,conv1,Conv2d,"[10, 1, 28, 28]","[10, 64, 30, 30]","{'weight': torch.Size([64, 1, 3, 3])}",{},[4],FWD,3211200,5184000.0
355,1,1,bn1_1_0_fwd,"('conv1_1_0_fwd',)",[],576000,576000,128,0,0,0,call_module,bn1,BatchNorm2d,"[10, 64, 30, 30]","[10, 64, 30, 30]","{'weight': torch.Size([64]), 'bias': torch.Size([64])}",{},[4],FWD,3211200,10368512.0
356,1,2,relu_1_0_fwd,"('bn1_1_0_fwd',)",[],576000,576000,0,0,0,0,call_module,relu,ReLU,"[10, 64, 30, 30]","[10, 64, 30, 30]",{},{},[4],FWD,3211200,2304000.0
357,1,3,maxpool_1_0_fwd,"('relu_1_0_fwd',)",[],576000,144000,0,0,0,0,call_module,maxpool,MaxPool2d,"[10, 64, 30, 30]","[10, 64, 15, 15]",{},{},[4],FWD,3211200,576000.0
358,1,4,layer1_0_conv1_1_0_fwd,"('maxpool_1_0_fwd',)",[],144000,144000,4096,0,0,0,call_module,layer1.0.conv1,Conv2d,"[10, 64, 15, 15]","[10, 64, 15, 15]","{'weight': torch.Size([64, 64, 1, 1])}",{},[4],FWD,3211200,9216000.0
359,1,5,layer1_0_bn1_1_0_fwd,"('layer1_0_conv1_1_0_fwd',)",[],144000,144000,128,0,0,0,call_module,layer1.0.bn1,BatchNorm2d,"[10, 64, 15, 15]","[10, 64, 15, 15]","{'weight': torch.Size([64]), 'bias': torch.Size([64])}",{},[4],FWD,3211200,2592512.0
360,1,6,layer1_0_relu_1_0_fwd,"('layer1_0_bn1_1_0_fwd',)",[],144000,144000,0,0,0,0,call_module,layer1.0.relu,ReLU,"[10, 64, 15, 15]","[10, 64, 15, 15]",{},{},[4],FWD,3211200,576000.0
361,1,7,layer1_0_conv2_1_0_fwd,"('layer1_0_relu_1_0_fwd',)",[],144000,144000,36864,0,0,0,call_module,layer1.0.conv2,Conv2d,"[10, 64, 15, 15]","[10, 64, 15, 15]","{'weight': torch.Size([64, 64, 3, 3])}",{},[4],FWD,3211200,82944000.0
362,1,8,layer1_0_bn2_1_0_fwd,"('layer1_0_conv2_1_0_fwd',)",[],144000,144000,128,0,0,0,call_module,layer1.0.bn2,BatchNorm2d,"[10, 64, 15, 15]","[10, 64, 15, 15]","{'weight': torch.Size([64]), 'bias': torch.Size([64])}",{},[4],FWD,3211200,2592512.0
