global_index,avg_mem_grp_idx,layer_index,name,args,dp_args,input_#,output_#,Param_#,dp_index,pp_index,tp_index,opcode,target,layer_type,input_shape,output_shape,param_shape,kwargs,dtype_size,direction,avg_mem_grp_size,compute_density_ops
90,1,86,layer3_0_downsample_0_0_0_bkwd,"('layer3_0_downsample_1_0_0_bkwd',)",[],163840,327680,524288,0,0,0,call_module,layer3.0.downsample.0,Conv2d,"[10, 1024, 4, 4]","[10, 512, 8, 8]","{'weight': torch.Size([1024, 512, 1, 1])}",{},[4],BKWD,3211200,167772160.0
91,1,85,layer3_0_bn3_0_0_bkwd,"('add_7_0_0_bkwd',)",[],163840,163840,2048,0,0,0,call_module,layer3.0.bn3,BatchNorm2d,"[10, 1024, 4, 4]","[10, 1024, 4, 4]","{'weight': torch.Size([1024]), 'bias': torch.Size([1024])}",{},[4],BKWD,3211200,5914624.0
92,1,84,layer3_0_conv3_0_0_bkwd,"('layer3_0_bn3_0_0_bkwd',)",[],163840,40960,262144,0,0,0,call_module,layer3.0.conv3,Conv2d,"[10, 1024, 4, 4]","[10, 256, 4, 4]","{'weight': torch.Size([1024, 256, 1, 1])}",{},[4],BKWD,3211200,83886080.0
93,1,83,layer3_0_relu_1_0_0_bkwd,"('layer3_0_conv3_0_0_bkwd',)",[],40960,40960,0,0,0,0,call_module,layer3.0.relu,ReLU,"[10, 256, 4, 4]","[10, 256, 4, 4]",{},{},[4],BKWD,3211200,163840.0
94,1,82,layer3_0_bn2_0_0_bkwd,"('layer3_0_relu_1_0_0_bkwd',)",[],40960,40960,512,0,0,0,call_module,layer3.0.bn2,BatchNorm2d,"[10, 256, 4, 4]","[10, 256, 4, 4]","{'weight': torch.Size([256]), 'bias': torch.Size([256])}",{},[4],BKWD,3211200,1478656.0
95,1,81,layer3_0_conv2_0_0_bkwd,"('layer3_0_bn2_0_0_bkwd',)",[],40960,40960,589824,0,0,0,call_module,layer3.0.conv2,Conv2d,"[10, 256, 4, 4]","[10, 256, 4, 4]","{'weight': torch.Size([256, 256, 3, 3])}",{},[4],BKWD,3211200,188743680.0
96,1,80,layer3_0_relu_0_0_bkwd,"('layer3_0_conv2_0_0_bkwd',)",[],40960,40960,0,0,0,0,call_module,layer3.0.relu,ReLU,"[10, 256, 4, 4]","[10, 256, 4, 4]",{},{},[4],BKWD,3211200,163840.0
97,1,79,layer3_0_bn1_0_0_bkwd,"('layer3_0_relu_0_0_bkwd',)",[],40960,40960,512,0,0,0,call_module,layer3.0.bn1,BatchNorm2d,"[10, 256, 4, 4]","[10, 256, 4, 4]","{'weight': torch.Size([256]), 'bias': torch.Size([256])}",{},[4],BKWD,3211200,1478656.0
98,1,78,layer3_0_conv1_0_0_bkwd,"('layer3_0_bn1_0_0_bkwd',)",[],40960,327680,131072,0,0,0,call_module,layer3.0.conv1,Conv2d,"[10, 256, 4, 4]","[10, 512, 8, 8]","{'weight': torch.Size([256, 512, 1, 1])}",{},[4],BKWD,3211200,41943040.0
99,1,77,layer2_3_relu_2_0_0_bkwd,"('layer3_0_conv1_0_0_bkwd', 'layer3_0_downsample_0_0_0_bkwd')",[],327680,327680,0,0,0,0,call_module,layer2.3.relu,ReLU,"[10, 512, 8, 8]","[10, 512, 8, 8]",{},{},[4],BKWD,3211200,1310720.0
100,1,76,add_6_0_0_bkwd,"('layer2_3_relu_2_0_0_bkwd',)",[],327680,327680,0,0,0,0,call_function,<built-in function add>,,"[10, 512, 8, 8]","[10, 512, 8, 8]",0,{},[4],BKWD,3211200,327680.0
101,1,75,layer2_3_bn3_0_0_bkwd,"('add_6_0_0_bkwd',)",[],327680,327680,1024,0,0,0,call_module,layer2.3.bn3,BatchNorm2d,"[10, 512, 8, 8]","[10, 512, 8, 8]","{'weight': torch.Size([512]), 'bias': torch.Size([512])}",{},[4],BKWD,3211200,11804672.0
102,1,74,layer2_3_conv3_0_0_bkwd,"('layer2_3_bn3_0_0_bkwd',)",[],327680,81920,65536,0,0,0,call_module,layer2.3.conv3,Conv2d,"[10, 512, 8, 8]","[10, 128, 8, 8]","{'weight': torch.Size([512, 128, 1, 1])}",{},[4],BKWD,3211200,83886080.0
103,1,73,layer2_3_relu_1_0_0_bkwd,"('layer2_3_conv3_0_0_bkwd',)",[],81920,81920,0,0,0,0,call_module,layer2.3.relu,ReLU,"[10, 128, 8, 8]","[10, 128, 8, 8]",{},{},[4],BKWD,3211200,327680.0
104,1,72,layer2_3_bn2_0_0_bkwd,"('layer2_3_relu_1_0_0_bkwd',)",[],81920,81920,256,0,0,0,call_module,layer2.3.bn2,BatchNorm2d,"[10, 128, 8, 8]","[10, 128, 8, 8]","{'weight': torch.Size([128]), 'bias': torch.Size([128])}",{},[4],BKWD,3211200,2951168.0
105,1,71,layer2_3_conv2_0_0_bkwd,"('layer2_3_bn2_0_0_bkwd',)",[],81920,81920,147456,0,0,0,call_module,layer2.3.conv2,Conv2d,"[10, 128, 8, 8]","[10, 128, 8, 8]","{'weight': torch.Size([128, 128, 3, 3])}",{},[4],BKWD,3211200,188743680.0
106,1,70,layer2_3_relu_0_0_bkwd,"('layer2_3_conv2_0_0_bkwd',)",[],81920,81920,0,0,0,0,call_module,layer2.3.relu,ReLU,"[10, 128, 8, 8]","[10, 128, 8, 8]",{},{},[4],BKWD,3211200,327680.0
107,1,69,layer2_3_bn1_0_0_bkwd,"('layer2_3_relu_0_0_bkwd',)",[],81920,81920,256,0,0,0,call_module,layer2.3.bn1,BatchNorm2d,"[10, 128, 8, 8]","[10, 128, 8, 8]","{'weight': torch.Size([128]), 'bias': torch.Size([128])}",{},[4],BKWD,3211200,2951168.0
108,1,68,layer2_3_conv1_0_0_bkwd,"('layer2_3_bn1_0_0_bkwd',)",[],81920,327680,65536,0,0,0,call_module,layer2.3.conv1,Conv2d,"[10, 128, 8, 8]","[10, 512, 8, 8]","{'weight': torch.Size([128, 512, 1, 1])}",{},[4],BKWD,3211200,83886080.0
109,1,67,layer2_2_relu_2_0_0_bkwd,"('layer2_3_conv1_0_0_bkwd', 'add_6_0_0_bkwd')",[],327680,327680,0,0,0,0,call_module,layer2.2.relu,ReLU,"[10, 512, 8, 8]","[10, 512, 8, 8]",{},{},[4],BKWD,3211200,1310720.0
110,1,66,add_5_0_0_bkwd,"('layer2_2_relu_2_0_0_bkwd',)",[],327680,327680,0,0,0,0,call_function,<built-in function add>,,"[10, 512, 8, 8]","[10, 512, 8, 8]",0,{},[4],BKWD,3211200,327680.0
111,1,65,layer2_2_bn3_0_0_bkwd,"('add_5_0_0_bkwd',)",[],327680,327680,1024,0,0,0,call_module,layer2.2.bn3,BatchNorm2d,"[10, 512, 8, 8]","[10, 512, 8, 8]","{'weight': torch.Size([512]), 'bias': torch.Size([512])}",{},[4],BKWD,3211200,11804672.0
112,1,64,layer2_2_conv3_0_0_bkwd,"('layer2_2_bn3_0_0_bkwd',)",[],327680,81920,65536,0,0,0,call_module,layer2.2.conv3,Conv2d,"[10, 512, 8, 8]","[10, 128, 8, 8]","{'weight': torch.Size([512, 128, 1, 1])}",{},[4],BKWD,3211200,83886080.0
113,1,63,layer2_2_relu_1_0_0_bkwd,"('layer2_2_conv3_0_0_bkwd',)",[],81920,81920,0,0,0,0,call_module,layer2.2.relu,ReLU,"[10, 128, 8, 8]","[10, 128, 8, 8]",{},{},[4],BKWD,3211200,327680.0
114,1,62,layer2_2_bn2_0_0_bkwd,"('layer2_2_relu_1_0_0_bkwd',)",[],81920,81920,256,0,0,0,call_module,layer2.2.bn2,BatchNorm2d,"[10, 128, 8, 8]","[10, 128, 8, 8]","{'weight': torch.Size([128]), 'bias': torch.Size([128])}",{},[4],BKWD,3211200,2951168.0
115,1,61,layer2_2_conv2_0_0_bkwd,"('layer2_2_bn2_0_0_bkwd',)",[],81920,81920,147456,0,0,0,call_module,layer2.2.conv2,Conv2d,"[10, 128, 8, 8]","[10, 128, 8, 8]","{'weight': torch.Size([128, 128, 3, 3])}",{},[4],BKWD,3211200,188743680.0
116,1,60,layer2_2_relu_0_0_bkwd,"('layer2_2_conv2_0_0_bkwd',)",[],81920,81920,0,0,0,0,call_module,layer2.2.relu,ReLU,"[10, 128, 8, 8]","[10, 128, 8, 8]",{},{},[4],BKWD,3211200,327680.0
117,1,59,layer2_2_bn1_0_0_bkwd,"('layer2_2_relu_0_0_bkwd',)",[],81920,81920,256,0,0,0,call_module,layer2.2.bn1,BatchNorm2d,"[10, 128, 8, 8]","[10, 128, 8, 8]","{'weight': torch.Size([128]), 'bias': torch.Size([128])}",{},[4],BKWD,3211200,2951168.0
118,1,58,layer2_2_conv1_0_0_bkwd,"('layer2_2_bn1_0_0_bkwd',)",[],81920,327680,65536,0,0,0,call_module,layer2.2.conv1,Conv2d,"[10, 128, 8, 8]","[10, 512, 8, 8]","{'weight': torch.Size([128, 512, 1, 1])}",{},[4],BKWD,3211200,83886080.0
119,1,57,layer2_1_relu_2_0_0_bkwd,"('layer2_2_conv1_0_0_bkwd', 'add_5_0_0_bkwd')",[],327680,327680,0,0,0,0,call_module,layer2.1.relu,ReLU,"[10, 512, 8, 8]","[10, 512, 8, 8]",{},{},[4],BKWD,3211200,1310720.0
120,1,56,add_4_0_0_bkwd,"('layer2_1_relu_2_0_0_bkwd',)",[],327680,327680,0,0,0,0,call_function,<built-in function add>,,"[10, 512, 8, 8]","[10, 512, 8, 8]",0,{},[4],BKWD,3211200,327680.0
121,1,55,layer2_1_bn3_0_0_bkwd,"('add_4_0_0_bkwd',)",[],327680,327680,1024,0,0,0,call_module,layer2.1.bn3,BatchNorm2d,"[10, 512, 8, 8]","[10, 512, 8, 8]","{'weight': torch.Size([512]), 'bias': torch.Size([512])}",{},[4],BKWD,3211200,11804672.0
122,1,54,layer2_1_conv3_0_0_bkwd,"('layer2_1_bn3_0_0_bkwd',)",[],327680,81920,65536,0,0,0,call_module,layer2.1.conv3,Conv2d,"[10, 512, 8, 8]","[10, 128, 8, 8]","{'weight': torch.Size([512, 128, 1, 1])}",{},[4],BKWD,3211200,83886080.0
123,1,53,layer2_1_relu_1_0_0_bkwd,"('layer2_1_conv3_0_0_bkwd',)",[],81920,81920,0,0,0,0,call_module,layer2.1.relu,ReLU,"[10, 128, 8, 8]","[10, 128, 8, 8]",{},{},[4],BKWD,3211200,327680.0
124,1,52,layer2_1_bn2_0_0_bkwd,"('layer2_1_relu_1_0_0_bkwd',)",[],81920,81920,256,0,0,0,call_module,layer2.1.bn2,BatchNorm2d,"[10, 128, 8, 8]","[10, 128, 8, 8]","{'weight': torch.Size([128]), 'bias': torch.Size([128])}",{},[4],BKWD,3211200,2951168.0
125,1,51,layer2_1_conv2_0_0_bkwd,"('layer2_1_bn2_0_0_bkwd',)",[],81920,81920,147456,0,0,0,call_module,layer2.1.conv2,Conv2d,"[10, 128, 8, 8]","[10, 128, 8, 8]","{'weight': torch.Size([128, 128, 3, 3])}",{},[4],BKWD,3211200,188743680.0
126,1,50,layer2_1_relu_0_0_bkwd,"('layer2_1_conv2_0_0_bkwd',)",[],81920,81920,0,0,0,0,call_module,layer2.1.relu,ReLU,"[10, 128, 8, 8]","[10, 128, 8, 8]",{},{},[4],BKWD,3211200,327680.0
127,1,49,layer2_1_bn1_0_0_bkwd,"('layer2_1_relu_0_0_bkwd',)",[],81920,81920,256,0,0,0,call_module,layer2.1.bn1,BatchNorm2d,"[10, 128, 8, 8]","[10, 128, 8, 8]","{'weight': torch.Size([128]), 'bias': torch.Size([128])}",{},[4],BKWD,3211200,2951168.0
128,1,48,layer2_1_conv1_0_0_bkwd,"('layer2_1_bn1_0_0_bkwd',)",[],81920,327680,65536,0,0,0,call_module,layer2.1.conv1,Conv2d,"[10, 128, 8, 8]","[10, 512, 8, 8]","{'weight': torch.Size([128, 512, 1, 1])}",{},[4],BKWD,3211200,83886080.0
129,1,47,layer2_0_relu_2_0_0_bkwd,"('layer2_1_conv1_0_0_bkwd', 'add_4_0_0_bkwd')",[],327680,327680,0,0,0,0,call_module,layer2.0.relu,ReLU,"[10, 512, 8, 8]","[10, 512, 8, 8]",{},{},[4],BKWD,3211200,1310720.0
130,1,46,add_3_0_0_bkwd,"('layer2_0_relu_2_0_0_bkwd',)",[],327680,327680,0,0,0,0,call_function,<built-in function add>,,"[10, 512, 8, 8]","[10, 512, 8, 8]",0,{},[4],BKWD,3211200,327680.0
131,1,45,layer2_0_downsample_1_0_0_bkwd,"('add_3_0_0_bkwd',)",[],327680,327680,1024,0,0,0,call_module,layer2.0.downsample.1,BatchNorm2d,"[10, 512, 8, 8]","[10, 512, 8, 8]","{'weight': torch.Size([512]), 'bias': torch.Size([512])}",{},[4],BKWD,3211200,11804672.0
132,1,44,layer2_0_downsample_0_0_0_bkwd,"('layer2_0_downsample_1_0_0_bkwd',)",[],327680,576000,131072,0,0,0,call_module,layer2.0.downsample.0,Conv2d,"[10, 512, 8, 8]","[10, 256, 15, 15]","{'weight': torch.Size([512, 256, 1, 1])}",{},[4],BKWD,3211200,167772160.0
133,1,43,layer2_0_bn3_0_0_bkwd,"('add_3_0_0_bkwd',)",[],327680,327680,1024,0,0,0,call_module,layer2.0.bn3,BatchNorm2d,"[10, 512, 8, 8]","[10, 512, 8, 8]","{'weight': torch.Size([512]), 'bias': torch.Size([512])}",{},[4],BKWD,3211200,11804672.0
134,1,42,layer2_0_conv3_0_0_bkwd,"('layer2_0_bn3_0_0_bkwd',)",[],327680,81920,65536,0,0,0,call_module,layer2.0.conv3,Conv2d,"[10, 512, 8, 8]","[10, 128, 8, 8]","{'weight': torch.Size([512, 128, 1, 1])}",{},[4],BKWD,3211200,83886080.0
135,1,41,layer2_0_relu_1_0_0_bkwd,"('layer2_0_conv3_0_0_bkwd',)",[],81920,81920,0,0,0,0,call_module,layer2.0.relu,ReLU,"[10, 128, 8, 8]","[10, 128, 8, 8]",{},{},[4],BKWD,3211200,327680.0
136,1,40,layer2_0_bn2_0_0_bkwd,"('layer2_0_relu_1_0_0_bkwd',)",[],81920,81920,256,0,0,0,call_module,layer2.0.bn2,BatchNorm2d,"[10, 128, 8, 8]","[10, 128, 8, 8]","{'weight': torch.Size([128]), 'bias': torch.Size([128])}",{},[4],BKWD,3211200,2951168.0
137,1,39,layer2_0_conv2_0_0_bkwd,"('layer2_0_bn2_0_0_bkwd',)",[],81920,81920,147456,0,0,0,call_module,layer2.0.conv2,Conv2d,"[10, 128, 8, 8]","[10, 128, 8, 8]","{'weight': torch.Size([128, 128, 3, 3])}",{},[4],BKWD,3211200,188743680.0
138,1,38,layer2_0_relu_0_0_bkwd,"('layer2_0_conv2_0_0_bkwd',)",[],81920,81920,0,0,0,0,call_module,layer2.0.relu,ReLU,"[10, 128, 8, 8]","[10, 128, 8, 8]",{},{},[4],BKWD,3211200,327680.0
139,1,37,layer2_0_bn1_0_0_bkwd,"('layer2_0_relu_0_0_bkwd',)",[],81920,81920,256,0,0,0,call_module,layer2.0.bn1,BatchNorm2d,"[10, 128, 8, 8]","[10, 128, 8, 8]","{'weight': torch.Size([128]), 'bias': torch.Size([128])}",{},[4],BKWD,3211200,2951168.0
140,1,36,layer2_0_conv1_0_0_bkwd,"('layer2_0_bn1_0_0_bkwd',)",[],81920,576000,32768,0,0,0,call_module,layer2.0.conv1,Conv2d,"[10, 128, 8, 8]","[10, 256, 15, 15]","{'weight': torch.Size([128, 256, 1, 1])}",{},[4],BKWD,3211200,41943040.0
141,1,35,layer1_2_relu_2_0_0_bkwd,"('layer2_0_conv1_0_0_bkwd', 'layer2_0_downsample_0_0_0_bkwd')",[],576000,576000,0,0,0,0,call_module,layer1.2.relu,ReLU,"[10, 256, 15, 15]","[10, 256, 15, 15]",{},{},[4],BKWD,3211200,2304000.0
142,1,34,add_2_0_0_bkwd,"('layer1_2_relu_2_0_0_bkwd',)",[],576000,576000,0,0,0,0,call_function,<built-in function add>,,"[10, 256, 15, 15]","[10, 256, 15, 15]",0,{},[4],BKWD,3211200,576000.0
143,1,33,layer1_2_bn3_0_0_bkwd,"('add_2_0_0_bkwd',)",[],576000,576000,512,0,0,0,call_module,layer1.2.bn3,BatchNorm2d,"[10, 256, 15, 15]","[10, 256, 15, 15]","{'weight': torch.Size([256]), 'bias': torch.Size([256])}",{},[4],BKWD,3211200,20740096.0
144,1,32,layer1_2_conv3_0_0_bkwd,"('layer1_2_bn3_0_0_bkwd',)",[],576000,144000,16384,0,0,0,call_module,layer1.2.conv3,Conv2d,"[10, 256, 15, 15]","[10, 64, 15, 15]","{'weight': torch.Size([256, 64, 1, 1])}",{},[4],BKWD,3211200,73728000.0
145,1,31,layer1_2_relu_1_0_0_bkwd,"('layer1_2_conv3_0_0_bkwd',)",[],144000,144000,0,0,0,0,call_module,layer1.2.relu,ReLU,"[10, 64, 15, 15]","[10, 64, 15, 15]",{},{},[4],BKWD,3211200,576000.0
146,1,30,layer1_2_bn2_0_0_bkwd,"('layer1_2_relu_1_0_0_bkwd',)",[],144000,144000,128,0,0,0,call_module,layer1.2.bn2,BatchNorm2d,"[10, 64, 15, 15]","[10, 64, 15, 15]","{'weight': torch.Size([64]), 'bias': torch.Size([64])}",{},[4],BKWD,3211200,5185024.0
147,1,29,layer1_2_conv2_0_0_bkwd,"('layer1_2_bn2_0_0_bkwd',)",[],144000,144000,36864,0,0,0,call_module,layer1.2.conv2,Conv2d,"[10, 64, 15, 15]","[10, 64, 15, 15]","{'weight': torch.Size([64, 64, 3, 3])}",{},[4],BKWD,3211200,165888000.0
148,1,28,layer1_2_relu_0_0_bkwd,"('layer1_2_conv2_0_0_bkwd',)",[],144000,144000,0,0,0,0,call_module,layer1.2.relu,ReLU,"[10, 64, 15, 15]","[10, 64, 15, 15]",{},{},[4],BKWD,3211200,576000.0
149,1,27,layer1_2_bn1_0_0_bkwd,"('layer1_2_relu_0_0_bkwd',)",[],144000,144000,128,0,0,0,call_module,layer1.2.bn1,BatchNorm2d,"[10, 64, 15, 15]","[10, 64, 15, 15]","{'weight': torch.Size([64]), 'bias': torch.Size([64])}",{},[4],BKWD,3211200,5185024.0
150,1,26,layer1_2_conv1_0_0_bkwd,"('layer1_2_bn1_0_0_bkwd',)",[],144000,576000,16384,0,0,0,call_module,layer1.2.conv1,Conv2d,"[10, 64, 15, 15]","[10, 256, 15, 15]","{'weight': torch.Size([64, 256, 1, 1])}",{},[4],BKWD,3211200,73728000.0
151,1,25,layer1_1_relu_2_0_0_bkwd,"('layer1_2_conv1_0_0_bkwd', 'add_2_0_0_bkwd')",[],576000,576000,0,0,0,0,call_module,layer1.1.relu,ReLU,"[10, 256, 15, 15]","[10, 256, 15, 15]",{},{},[4],BKWD,3211200,2304000.0
152,1,24,add_1_0_0_bkwd,"('layer1_1_relu_2_0_0_bkwd',)",[],576000,576000,0,0,0,0,call_function,<built-in function add>,,"[10, 256, 15, 15]","[10, 256, 15, 15]",0,{},[4],BKWD,3211200,576000.0
153,1,23,layer1_1_bn3_0_0_bkwd,"('add_1_0_0_bkwd',)",[],576000,576000,512,0,0,0,call_module,layer1.1.bn3,BatchNorm2d,"[10, 256, 15, 15]","[10, 256, 15, 15]","{'weight': torch.Size([256]), 'bias': torch.Size([256])}",{},[4],BKWD,3211200,20740096.0
154,1,22,layer1_1_conv3_0_0_bkwd,"('layer1_1_bn3_0_0_bkwd',)",[],576000,144000,16384,0,0,0,call_module,layer1.1.conv3,Conv2d,"[10, 256, 15, 15]","[10, 64, 15, 15]","{'weight': torch.Size([256, 64, 1, 1])}",{},[4],BKWD,3211200,73728000.0
155,1,21,layer1_1_relu_1_0_0_bkwd,"('layer1_1_conv3_0_0_bkwd',)",[],144000,144000,0,0,0,0,call_module,layer1.1.relu,ReLU,"[10, 64, 15, 15]","[10, 64, 15, 15]",{},{},[4],BKWD,3211200,576000.0
156,1,20,layer1_1_bn2_0_0_bkwd,"('layer1_1_relu_1_0_0_bkwd',)",[],144000,144000,128,0,0,0,call_module,layer1.1.bn2,BatchNorm2d,"[10, 64, 15, 15]","[10, 64, 15, 15]","{'weight': torch.Size([64]), 'bias': torch.Size([64])}",{},[4],BKWD,3211200,5185024.0
157,1,19,layer1_1_conv2_0_0_bkwd,"('layer1_1_bn2_0_0_bkwd',)",[],144000,144000,36864,0,0,0,call_module,layer1.1.conv2,Conv2d,"[10, 64, 15, 15]","[10, 64, 15, 15]","{'weight': torch.Size([64, 64, 3, 3])}",{},[4],BKWD,3211200,165888000.0
158,1,18,layer1_1_relu_0_0_bkwd,"('layer1_1_conv2_0_0_bkwd',)",[],144000,144000,0,0,0,0,call_module,layer1.1.relu,ReLU,"[10, 64, 15, 15]","[10, 64, 15, 15]",{},{},[4],BKWD,3211200,576000.0
159,1,17,layer1_1_bn1_0_0_bkwd,"('layer1_1_relu_0_0_bkwd',)",[],144000,144000,128,0,0,0,call_module,layer1.1.bn1,BatchNorm2d,"[10, 64, 15, 15]","[10, 64, 15, 15]","{'weight': torch.Size([64]), 'bias': torch.Size([64])}",{},[4],BKWD,3211200,5185024.0
160,1,16,layer1_1_conv1_0_0_bkwd,"('layer1_1_bn1_0_0_bkwd',)",[],144000,576000,16384,0,0,0,call_module,layer1.1.conv1,Conv2d,"[10, 64, 15, 15]","[10, 256, 15, 15]","{'weight': torch.Size([64, 256, 1, 1])}",{},[4],BKWD,3211200,73728000.0
161,1,15,layer1_0_relu_2_0_0_bkwd,"('layer1_1_conv1_0_0_bkwd', 'add_1_0_0_bkwd')",[],576000,576000,0,0,0,0,call_module,layer1.0.relu,ReLU,"[10, 256, 15, 15]","[10, 256, 15, 15]",{},{},[4],BKWD,3211200,2304000.0
162,1,14,add_0_0_bkwd,"('layer1_0_relu_2_0_0_bkwd',)",[],576000,576000,0,0,0,0,call_function,<built-in function add>,,"[10, 256, 15, 15]","[10, 256, 15, 15]",0,{},[4],BKWD,3211200,576000.0
163,1,13,layer1_0_downsample_1_0_0_bkwd,"('add_0_0_bkwd',)",[],576000,576000,512,0,0,0,call_module,layer1.0.downsample.1,BatchNorm2d,"[10, 256, 15, 15]","[10, 256, 15, 15]","{'weight': torch.Size([256]), 'bias': torch.Size([256])}",{},[4],BKWD,3211200,20740096.0
164,1,12,layer1_0_downsample_0_0_0_bkwd,"('layer1_0_downsample_1_0_0_bkwd',)",[],576000,144000,16384,0,0,0,call_module,layer1.0.downsample.0,Conv2d,"[10, 256, 15, 15]","[10, 64, 15, 15]","{'weight': torch.Size([256, 64, 1, 1])}",{},[4],BKWD,3211200,73728000.0
165,1,11,layer1_0_bn3_0_0_bkwd,"('add_0_0_bkwd',)",[],576000,576000,512,0,0,0,call_module,layer1.0.bn3,BatchNorm2d,"[10, 256, 15, 15]","[10, 256, 15, 15]","{'weight': torch.Size([256]), 'bias': torch.Size([256])}",{},[4],BKWD,3211200,20740096.0
166,1,10,layer1_0_conv3_0_0_bkwd,"('layer1_0_bn3_0_0_bkwd',)",[],576000,144000,16384,0,0,0,call_module,layer1.0.conv3,Conv2d,"[10, 256, 15, 15]","[10, 64, 15, 15]","{'weight': torch.Size([256, 64, 1, 1])}",{},[4],BKWD,3211200,73728000.0
167,1,9,layer1_0_relu_1_0_0_bkwd,"('layer1_0_conv3_0_0_bkwd',)",[],144000,144000,0,0,0,0,call_module,layer1.0.relu,ReLU,"[10, 64, 15, 15]","[10, 64, 15, 15]",{},{},[4],BKWD,3211200,576000.0
168,1,8,layer1_0_bn2_0_0_bkwd,"('layer1_0_relu_1_0_0_bkwd',)",[],144000,144000,128,0,0,0,call_module,layer1.0.bn2,BatchNorm2d,"[10, 64, 15, 15]","[10, 64, 15, 15]","{'weight': torch.Size([64]), 'bias': torch.Size([64])}",{},[4],BKWD,3211200,5185024.0
169,1,7,layer1_0_conv2_0_0_bkwd,"('layer1_0_bn2_0_0_bkwd',)",[],144000,144000,36864,0,0,0,call_module,layer1.0.conv2,Conv2d,"[10, 64, 15, 15]","[10, 64, 15, 15]","{'weight': torch.Size([64, 64, 3, 3])}",{},[4],BKWD,3211200,165888000.0
170,1,6,layer1_0_relu_0_0_bkwd,"('layer1_0_conv2_0_0_bkwd',)",[],144000,144000,0,0,0,0,call_module,layer1.0.relu,ReLU,"[10, 64, 15, 15]","[10, 64, 15, 15]",{},{},[4],BKWD,3211200,576000.0
171,1,5,layer1_0_bn1_0_0_bkwd,"('layer1_0_relu_0_0_bkwd',)",[],144000,144000,128,0,0,0,call_module,layer1.0.bn1,BatchNorm2d,"[10, 64, 15, 15]","[10, 64, 15, 15]","{'weight': torch.Size([64]), 'bias': torch.Size([64])}",{},[4],BKWD,3211200,5185024.0
172,1,4,layer1_0_conv1_0_0_bkwd,"('layer1_0_bn1_0_0_bkwd',)",[],144000,144000,4096,0,0,0,call_module,layer1.0.conv1,Conv2d,"[10, 64, 15, 15]","[10, 64, 15, 15]","{'weight': torch.Size([64, 64, 1, 1])}",{},[4],BKWD,3211200,18432000.0
173,1,3,maxpool_0_0_bkwd,"('layer1_0_conv1_0_0_bkwd', 'layer1_0_downsample_0_0_0_bkwd')",[],144000,576000,0,0,0,0,call_module,maxpool,MaxPool2d,"[10, 64, 15, 15]","[10, 64, 30, 30]",{},{},[4],BKWD,3211200,1152000.0
174,1,2,relu_0_0_bkwd,"('maxpool_0_0_bkwd',)",[],576000,576000,0,0,0,0,call_module,relu,ReLU,"[10, 64, 30, 30]","[10, 64, 30, 30]",{},{},[4],BKWD,3211200,2304000.0
175,1,1,bn1_0_0_bkwd,"('relu_0_0_bkwd',)",[],576000,576000,128,0,0,0,call_module,bn1,BatchNorm2d,"[10, 64, 30, 30]","[10, 64, 30, 30]","{'weight': torch.Size([64]), 'bias': torch.Size([64])}",{},[4],BKWD,3211200,20737024.0
176,1,0,conv1_0_0_bkwd,"('bn1_0_0_bkwd',)",[],576000,7840,576,0,0,0,call_module,conv1,Conv2d,"[10, 64, 30, 30]","[10, 1, 28, 28]","{'weight': torch.Size([64, 1, 3, 3])}",{},[4],BKWD,3211200,10368000.0
177,8,176,output_0_1_bkwd,"('layer4_2_conv3_0_0_bkwd/shadow',)",[],100,100,0,0,0,0,output,output,,"[10, 10]","[10, 10]",0,{},[4],BKWD,1073162,100.0
178,8,175,fc_0_1_bkwd,"('output_0_1_bkwd',)",[],100,20480,20490,0,0,0,call_module,fc,Linear,"[10, 10]","[10, 2048]","{'weight': torch.Size([10, 2048]), 'bias': torch.Size([10])}",{},[4],BKWD,1073162,175937606.17844746
179,8,174,view_0_1_bkwd,"('fc_0_1_bkwd',)",[],20480,20480,0,0,0,0,call_method,view,,"[10, 2048, 1, 1]","[10, 2048, 1, 1]",0,{},[4],BKWD,1073162,20480.0
180,8,173,size_0_1_bkwd,"('view_0_1_bkwd',)",[],20480,20480,0,0,0,0,call_method,size,,"[10, 2048, 1, 1]","[10, 2048, 1, 1]",0,{},[4],BKWD,1073162,20480.0
181,8,172,avgpool_0_1_bkwd,"('size_0_1_bkwd', 'view_0_1_bkwd')",[],20480,81920,0,0,0,0,call_module,avgpool,AvgPool2d,"[10, 2048, 1, 1]","[10, 2048, 2, 2]",{},{},[4],BKWD,1073162,163840.0
182,8,171,layer4_2_relu_2_0_1_bkwd,"('avgpool_0_1_bkwd',)",[],81920,81920,0,0,0,0,call_module,layer4.2.relu,ReLU,"[10, 2048, 2, 2]","[10, 2048, 2, 2]",{},{},[4],BKWD,1073162,327680.0
183,8,170,add_15_0_1_bkwd,"('layer4_2_relu_2_0_1_bkwd',)",[],81920,81920,0,0,0,0,call_function,<built-in function add>,,"[10, 2048, 2, 2]","[10, 2048, 2, 2]",0,{},[4],BKWD,1073162,81920.0
